id,osm_id,latitude,longitude
417,4380581573,18.7396512,73.4211858
418,4380618581,18.7596495,73.4232974
419,4380618585,18.7586309,73.423165
420,4380618587,18.7579047,73.4232183
421,4380618588,18.7579121,73.4225368
422,4380618589,18.7578748,73.4246814
423,4380618590,18.7578944,73.4237237
424,4380618591,18.7572607,73.4238036
425,4380618592,18.7584293,73.4247108
426,4380618594,18.7574479,73.424286
427,4380618600,18.759335,73.4269512
428,4380618601,18.7579646,73.4269901
429,4380618602,18.7590129,73.4269603
430,4380618604,18.7591328,73.4278528
431,4380618605,18.7589296,73.4278344
432,4380618606,18.7591519,73.4274856
433,4380618607,18.7589641,73.4274727
434,4380618608,18.7583241,73.427655
435,4380618609,18.7578455,73.4275744
436,4380618610,18.7579407,73.4271073
437,4380618611,18.7570286,73.42688
438,4380618620,18.7563471,73.4286832
439,4380618621,18.7576553,73.4285075
440,4380618622,18.7564856,73.4282126
441,4380618623,18.7575431,73.4270082
442,4380618624,18.7572266,73.4283994
443,4380618625,18.757404,73.4276196
444,4380618626,18.7568174,73.4275132
445,4380618627,18.7588986,73.4188284
446,4380618629,18.7573353,73.419053
447,4380618630,18.7567497,73.4190482
448,4380618634,18.7569635,73.4197519
449,4380618635,18.7570193,73.419586
450,4380618639,18.7565733,73.4196048
451,4380618643,18.7554616,73.4203847
452,4380618644,18.7573149,73.4167398
453,4380618650,18.7568069,73.4173398
454,4380618658,18.7547381,73.4169811
455,4380618659,18.754095,73.4166713
456,4380618660,18.7541653,73.4175189
457,4380618661,18.7540319,73.4167173
458,4380618668,18.7566854,73.4118429
459,4380618669,18.7554133,73.4084802
460,4380618671,18.7544959,73.4085011
461,4380618672,18.7544804,73.4106255
462,4380618673,18.7544845,73.4100559
463,4380618674,18.752835,73.4100741
464,4380618675,18.7516016,73.4074283
465,4380618679,18.7527284,73.4057511
466,4380618683,18.7520488,73.4076334
467,4380618684,18.7525458,73.4065475
468,4380618687,18.7507656,73.4069596
469,4380618693,18.7517345,73.4047225
470,4380618694,18.752787,73.4053078
471,4380618695,18.7490886,73.4050894
472,4380618697,18.7493188,73.4053247
473,4380618700,18.7490598,73.4059491
474,4380618702,18.7485925,73.4058954
475,4380618705,18.7484351,73.4067017
476,4380618706,18.747941,73.4066421
477,4380618708,18.7480794,73.4057989
478,4380618712,18.7485123,73.4060922
479,4380618720,18.7498632,73.4063833
480,4380618721,18.7499945,73.4059147
481,4380618722,18.7492885,73.4056789
482,4380618723,18.7503627,73.4043019
483,4380649660,18.7459808,73.4036453
484,4380649667,18.7438257,73.4059987
485,4380649668,18.7441004,73.4049923
486,4380649672,18.7445614,73.4061983
487,4380649673,18.7446569,73.4067506
488,4380649674,18.7440934,73.4060959
489,4380649675,18.7451475,73.4067528
490,4380649678,18.7451791,73.4062289
491,4380649683,18.7424701,73.4060429
492,4380649685,18.7420072,73.405278
493,4380649687,18.7475855,73.4082992
494,4380650390,18.7471975,73.4098866
495,4380650393,18.7455223,73.4110174
496,4380650394,18.753691,73.4057896
497,4380650402,18.7526083,73.3993425
498,4380650404,18.7523532,73.3999496
499,4380650407,18.7531397,73.4005947
500,4380650408,18.7531829,73.3993032
501,4380650409,18.7531815,73.4008509
